course_code,title,credits,attrs,multi_category
KINES 56,Introduction to Martial Arts,1.5,GHW,False
KINES 57,Personal Defense,1.5,GHW,False
KINES 6,Cycle Conditioning 1.5,3.0,GHW,False
KINES 61,Fitness Theory and Practice,3.0,GHW,False
KINES 61S,Fitness Theory and Practice,3.0,GHW,False
KINES 62,Introduction to Cardiovascular Activities,1.5,GHW,False
KINES 63,Aerobic Dance,1.5,GHW,False
KINES 65,Lifetime Jogging,1.5,GHW,False
KINES 67,Physical Conditioning,1.5,GHW,False
KINES 68,Resistance Training,1.5,GHW,False
KINES 70,Swim Conditioning,1.5,GHW,False
KINES 72,Walking for Fitness,1.5,GHW,False
KINES 76,Introduction to Tai Chi Ch'uan,1.5,GHW,False
KINES 77,Yoga for a Lifetime,1.5,GHW,False
KINES 77A,Advanced Yoga Practice,1.5,GHW,False
KINES 81,Wellness Theory,3.0,GHW,False
KINES 82,Action Methods for Stress Management,3.0,GHW,False
KINES 83,Exercise for Stress Management,1.5,GHW,False
KINES 84,Fitness for Life 1.5,3.0,GHW,False
KINES 85,The Art and Science of Balancing Wellness,3.0,GA;GHW,True
KINES 88,Varsity Sport Experience 1.5,3.0,GHW,False
KINES 89,Wilderness Experience,3.0,GHW,False
KINES 90,Indoor Team Sports,3.0,GHW,False
KINES 90A,Introduction to Team Sports/Indoor - Volleyball /Maximum of 99,1.5,GHW,False
KINES 90B,Introduction to Team Sports/Indoor - Basketball /Maximum of 99,1.5,GHW,False
KINES 91A,Introduction to Outdoor Team Sports-Soccer,1.5,GHW,False
KINES 91D,Introduction to Outdoor Team Sports - Ultimate,1.5,GHW,False
KINES 92,Personal Fitness and Wellness 0.5-/Maximum of 3,3.0,GHW,False
KINES 93,Enhancing Mastery in Physical Activity 1.5-/Maximum of 6,3.0,GHW,False
KOR 115,Korean Language and Culture: A Linguistic and Social Perspective,3.0,GH;IL,True
KOR 120,Introduction to Korean Culture,3.0,GH;IL,True
KOR 121,K-pop and Beyond,3.0,GA;GH;IL,True
KOR 124,North Korean History,3.0,GH;IL,True
KOR 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
KOR 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
KOR 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
KOR 401,Level 3 Korean A,4.0,IL,False
KOR 402,Level 3 Korean B,4.0,IL,False
KOR 403Y,Level 4 Korean A,4.0,IL,False
KOR 404,Level 4 Korean B,4.0,IL,False
KOR 422,Introduction to Korean Linguistics,3.0,IL,False
KOR 423,Korean Media and Communication,3.0,IL,False
KOR 424,Transnational Korean Literature,3.0,IL,False
KOR 425,Global Korean Cinema,3.0,IL,False
KOR 426,Korean History through Film,3.0,IL,False
KOR 451,Food and Foodways in Korea,3.0,IL,False
KOR 452,Korean Language and Culture,3.0,IL,False
KOR 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
KOR 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LA 135,"College, Work, and Citizenship in the 21st Century",3.0,GH;GS,True
LA 199,Foreign Study--Liberal Arts 1-/Maximum of 9,9.0,IL,False
LA 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LA 335,"Media, Social Justice, and the Public Humanities /Maximum of 3",3.0,GA;GH,True
LA 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LA 499,Foreign Study--Liberal Arts 1-/Maximum of 9,9.0,IL,False
LANG 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LANG 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LANG 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LANG 499,Foreign Studies 1,12.0,IL,False
LANG 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LARCH 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LARCH 247,Restoring the earth - Designing landscapes for ecological restoration,3.0,GA;GN,True
LARCH 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LARCH 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LARCH 405,Bicycling Culture and Urban Design,3.0,GA;GHW;IL,True
LARCH 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LARCH 499A,Design Theory Seminar,1.0,IL,False
LARCH 499B,Design and Theory VI: Contemporary/International Landscape Architectural Design Issues,5.0,IL,False
LARCH 499D,Contemporary/International Special Topics,3.0,IL,False
LARCH 60,Cultural History of Designed Places /Maximum of 3,3.0,GA;IL;US,True
LARCH 65,Built Environment and Culture: Examining the Modern City,3.0,GA;IL;US,True
LATIN 499,Foreign Studies in Latin Language and Literature 1-/Maximum of 12,12.0,IL,False
LDT 100,World Technologies and Learning,3.0,GS;IL,True
LDT 110,Making with Art and Learning Technologies,3.0,GA;GS,True
LDT 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LDT 215,Creating Designs for Learning,3.0,GS,False
LDT 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LDT 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LDT 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LER 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LER 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LER 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LHR 100,Exploring Work and Employment,3.0,GS,False
LHR 136,"Race, Gender, and Employment",3.0,GS;US,True
LHR 136Y,"Race, Gender, and Employment",3.0,GS;US,True
LHR 160,The Virtual Transformational Leadership Development Experience,3.0,GA;GS;US,True
LHR 165,Work and Literature,3.0,GH;GS,True
LHR 201,Employment Relationship: Law and Policy,3.0,GS,False
LHR 202,Understanding Employee Behavior,3.0,GS,False
LHR 304,Labor and Employment Relations Fundamentals,3.0,GS,False
LHR 305,Human Resources Fundamentals,3.0,GS,False
LHR 400,Comparative Employment Relations Systems,3.0,IL,False
LHR 403,International Human Resource Studies,3.0,IL,False
LHR 458Y,History of Work in America,3.0,US,False
LHR 466,"Labor Union Structure, Administration and Governance",3.0,US,False
LHR 471,Comparative Human Resource and Employment Relations Practices: Virtual Travel to Three Continents,3.0,IL,False
LHR 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LHR 83S,First-Year Seminar in Labor and Human Resources,3.0,GS,False
LING 1,"Language, Life and Society",3.0,GS;IL;US,True
LING 100,Foundations of Linguistics,3.0,GS;IL;US,True
LING 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LING 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LING 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LING 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
LLED 215,Children's Picture Books as Multimodal Texts,3.0,GA;GH,True
LLED 227,"Understanding Childhood through Children¿s Literature: Books, Media, Toys",3.0,GH,False
LLED 235,Chinese Culture in Child Lit,3.0,GH;IL,True
LLED 260,A Critically Conscious Approach to Non-Fiction Literature for Children & Adolescents,3.0,GH,False
LTNST 100,Introduction to Latina/o Studies,3.0,GH;US,True
LTNST 127,Introduction to U.S. Latina/o History,3.0,GH;US,True
LTNST 139,Latino/a Philosophy,3.0,GH;IL;US,True
LTNST 226,Latina and Latino Border Theories,3.0,GH;IL;US,True
LTNST 300,Latinx Gender and Sexuality Studies,3.0,GH;US,True
LTNST 315,Spanish and Spanish-speakers in the U.S.,3.0,GH;GS;IL;US,True
LTNST 326,Reading the BorderLands: Geography and Identity Along the U.S.-Mexico Border,3.0,GH;IL;US,True
LTNST 403,Latina/o Literature and Culture,3.0,US,False
LTNST 426,"Chicana and Chicano Cultural Production: Literature, Film, Music /Maximum of 3",3.0,US,False
LTNST 467,Latin America and the United States,3.0,IL;US,True
LTNST 470,Youth Cultures in Latin(a/o) America,3.0,US,False
LTNST 479,U.S. Latina/o Culture en Espanol,3.0,GH;US,True
MATH 110,Techniques of Calculus I,4.0,GQ,False
MATH 111,Techniques of Calculus II,2.0,GQ,False
MATH 140,Calculus With Analytic Geometry I,4.0,GQ,False
MATH 140B,Calculus and Biology I,4.0,GQ,False
MATH 140E,Calculus with Engineering Applications I,4.0,GQ,False
MATH 140G,Calculus with Earth and Mineral Sciences Applications I,4.0,GQ,False
MATH 141,Calculus with Analytic Geometry II,4.0,GQ,False
MATH 141B,Calculus and Biology II,4.0,GQ,False
MATH 141E,Calculus with Engineering Applications II,4.0,GQ,False
MATH 141G,Calculus with Earth and Mineral Sciences Applications II,4.0,GQ,False
MATH 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MATH 200,Problem Solving in Mathematics,3.0,GQ,False
MATH 201,Problem Solving in Mathematics II,3.0,GQ,False
MATH 21,College Algebra with Analytic Geometry with Applications I,3.0,GQ,False
MATH 210,Calculus with Engineering Technology Applications,3.0,GQ,False
MATH 211,Intermediate Calculus and Differential Equations with Applications,3.0,GQ,False
MATH 22,College Algebra With Analytic Geometry and Applications II,3.0,GQ,False
MATH 220,Matrices 2,3.0,GQ,False
MATH 26,Plane Trigonometry and Applications of Trigonometry,3.0,GQ,False
MATH 31,Mathematics of Music,3.0,GQ,False
MATH 32,Math for Allied Health Professions,3.0,GQ,False
MATH 33,Mathematics for Sustainability,3.0,GQ,False
MATH 34,The Mathematics of Money,3.0,GQ,False
MATH 35,General View of Mathematics,3.0,GQ,False
MATH 36,Insights Into Mathematics,3.0,GQ,False
MATH 37,Finite Mathematics,3.0,GQ,False
MATH 38,Elementary Linear Algebra,3.0,GQ,False
MATH 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MATH 41,Trigonometry and Analytic Geometry,4.0,GQ,False
MATH 475Y,History of Mathematics,3.0,IL;US,True
MATH 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MATH 81,Technical Mathematics I,3.0,GQ,False
MATH 82,Technical Mathematics II,3.0,GQ,False
MATH 83,Technical Calculus,4.0,GQ,False
MATSE 101,Energy and the Environment,3.0,GN,False
MATSE 101A,Energy and the Environment,3.0,IL,False
MATSE 112,Applied Materials Chemistry for Engineers,3.0,GN,False
MATSE 203,Technical Communications,3.0,GWS,False
MATSE 404,Surfaces and the Biological Response to Materials,3.0,IL,False
MATSE 81,Materials in Today's World,3.0,GN,False
ME 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ME 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
ME 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MEDVL 107,Medieval Europe,3.0,GH;IL,True
MEDVL 108,Medieval Civilization,3.0,GH;IL,True
MEDVL 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MEDVL 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MEDVL 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MEDVL 411,Medieval Britain,3.0,IL,False
MEDVL 413,Medieval Celtic Studies,3.0,IL,False
MEDVL 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
METEO 1,Surviving the Storm: Navigating Weather Disasters,3.0,GN;GS,True
METEO 122,Atmospheric Environment: Growing in the Wind,3.0,GN,False
METEO 133,Ethics of Climate Change,3.0,GH;GN,True
METEO 3,Weather Revealed: Introductory Meteorology,3.0,GN,False
METEO 332,Science and policy of global greenhouse gas emissions and management,3.0,GN;GS,True
METEO 4,Weather and Risk,3.0,GN,False
METEO 499,Foreign Studies 1,12.0,IL,False
METEO 5,Severe and Unusual Weather,3.0,GN,False
METEO 51,Meteorology and Visual Arts: To Know is to See,3.0,GA;GN,True
METEO 6,History and Weather: How Weather Played an Instrumental Role in Great World Events,3.0,GH;GN;IL;US,True
METEO 7,"An Introduction to Climate Sciences: Climate change, Variability, and Society",3.0,GN,False
MGMT 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MGMT 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MGMT 345,Cultural Intelligence in Leadership and Management,3.0,IL,False
MGMT 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MGMT 445,Managing a Diverse Workforce,3.0,US,False
MGMT 461,International Management,3.0,IL,False
MGMT 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MICRB 106,Elementary Microbiology,3.0,GN,False
MICRB 107,Elementary Microbiology Laboratory,1.0,GN,False
MICRB 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MICRB 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MICRB 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MIS 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MIS 204,Introduction to Management Information Systems,3.0,GQ,False
MIS 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MIS 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MIS 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MKTG 122,Marketing through the Ages,3.0,GH;GS,True
MKTG 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MKTG 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MKTG 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MKTG 445,Global Marketing,3.0,IL,False
MKTG 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MUSIC 103,Concert Choir /Maximum of 8,1.0,GA,False
MUSIC 104,Chamber Singers /Maximum of 8,1.0,GA,False
MUSIC 109,The Music of the Beatles,3.0,GA,False
MUSIC 11,Under the Hood: How Classical Music Works,3.0,GA,False
MUSIC 125,SOUND DESIGN FOR GAME AUDIO,3.0,GA,False
MUSIC 189,Studio Ensemble /Maximum of 8,1.0,GA,False
MUSIC 190,Chamber Music for Strings /Maximum of 8,1.0,GA,False
MUSIC 191,Chamber Music for Woodwinds /Maximum of 8,1.0,GA,False
MUSIC 192,Chamber Music for Brass /Maximum of 8,1.0,GA,False
MUSIC 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MUSIC 207,Jazz and the African American Experience,3.0,GA;GS;US,True
MUSIC 209,The Music of the Beatles and American Popular Culture,3.0,GA;GH;US,True
MUSIC 215,The Craft of Singing,3.0,GA,False
MUSIC 22,"Women, Gender, and Sexuality Studies in Music",3.0,GA;US,True
MUSIC 261,Survey of Music History I,3.0,GA;IL,True
MUSIC 262,Survey of Music History II,3.0,GA;IL,True
MUSIC 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MUSIC 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MUSIC 4,Film Music,3.0,GA,False
MUSIC 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
MUSIC 5,An Introduction to Western Music,3.0,GA,False
MUSIC 50,Beginning Piano: Non-Music Major,1.0,GA,False
MUSIC 51,Intermediate Class Piano: Non-Music Major,1.0,GA,False
MUSIC 52,Voice Class: Non-Music Major,1.0,GA,False
MUSIC 54,Beginning Class Guitar: Non-Music Major,1.0,GA,False
MUSIC 7,Evolution of Jazz,3.0,GA;US,True
MUSIC 77,Philharmonic Orchestra /Maximum of 8,1.0,GA,False
MUSIC 78,Symphonic Wind Ensemble /Maximum of 8,1.0,GA,False
MUSIC 79,Pep Band /Maximum of 8,1.0,GA,False
MUSIC 8,Rudiments of Music,3.0,GA,False
MUSIC 80,Symphonic Band /Maximum of 8,1.0,GA,False
MUSIC 81,Marching Blue Band /Maximum of 4,1.0,GA,False
MUSIC 82,Concert Band /Maximum of 8,1.0,GA,False
MUSIC 83,Campus Band /Maximum of 8,1.0,GA,False
MUSIC 84,Jazz Ensemble /Maximum of 8,1.0,GA,False
MUSIC 86,Percussion Ensemble /Maximum of 8,1.0,GA,False
MUSIC 88,Campus Choir /Maximum of 8,1.0,GA,False
MUSIC 89,University Choir /Maximum of 8,1.0,GA,False
MUSIC 9,Introduction to World Musics,3.0,GA;IL,True
MUSIC 90,Glee Club /Maximum of 8,1.0,GA,False
MUSIC 91,Oriana Singers /Maximum of 8,1.0,GA,False
MUSIC 92,Chamber Music for Voices /Maximum of 8,1.0,GA,False
MUSIC 93,Essence of Joy /Maximum of 8,1.0,GA;IL;US,True
NUCE 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
NUCE 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
NUCE 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
NURS 203,First Aid and CPR,3.0,GHW,False
NURS 245,Violence and the Impact on Society,3.0,GS,False
NURS 250,Professional Role Dev I: Intro to Professional Issues in Nursing Practice and Nursing Informatics,2.0,US,False
NURS 325,Health and Environmental Sustainability,3.0,GHW;GN,True
NURS 390,Transition and the Professional Nursing Role,3.0,US,False
NURS 401,Concepts of Health,3.0,IL,False
NURS 402,Holistic Health,3.0,IL;US,True
NURS 407,Drugs of Abuse and Mental Health Issues,3.0,GHW,False
NURS 415,Community and Family Health Nursing,4.0,IL;US,True
NURS 417,Family and Community Health Concepts,4.0,IL;US,True
NURS 452,Women's Health Issues,3.0,GHW;US,True
NURS 464,Dying and Death,3.0,GHW;IL;US,True
NURS 499,Foreign Study--Nursing 1-/Maximum of 9,9.0,IL,False
NUTR 100,Nutrition Applications for a Healthy Lifestyle,3.0,GHW,False
NUTR 144,Our Plates: Exploring Food and Healthy Eating Patterns Through Cooking,3.0,GHW,False
NUTR 175,Healthy Food for All: Factors that Influence What we Eat in the,3.0,GHW;GS;US,True
NUTR 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
NUTR 251,Introductory Principles of Nutrition,3.0,GHW,False
NUTR 291,Drugs and Nutrition: Social and Scientific Interactions,3.0,GN;GS,True
NUTR 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
NUTR 310,Diet Wars: Will there ever be a winner?,3.0,GHW;GN,True
NUTR 361,Community and Public Health Nutrition,3.0,US,False
NUTR 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
NUTR 421,Biocultural Perspectives on Public Health Nutrition,3.0,IL,False
NUTR 425,"Global Nutrition Problems: Health, Science, and Ethics",3.0,IL,False
NUTR 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
OLEAD 100,Introduction to Leadership,3.0,GS,False
OLEAD 201,Organizational Theory and Functions for Leaders,3.0,GS,False
OLEAD 210,Evidence-Based Leadership,3.0,GS,False
OLEAD 220,"Emotional, Social, and Cultural Intelligences and the Implications for Leadership",3.0,GS,False
OLEAD 410,Leadership in a Global Context,3.0,IL,False
OT 103,Occupational Performance Across the Life Span,3.0,US,False
PERCN 10,Percussion: Non-Major /Maximum of 8,1.0,GA,False
PERCN 100,Percussion: Secondary /Maximum of 8,1.0,GA,False
PERCN 11,Percussion: Non-Major /Maximum of 8,2.0,GA,False
PERCN 110,Percussion: Secondary /Maximum of 16,2.0,GA,False
PHIL 1,The Big Questions,3.0,GH,False
PHIL 10,Critical Thinking,3.0,GH,False
PHIL 102,Existentialism,3.0,GH,False
PHIL 103,Ethics,3.0,GH,False
PHIL 105,Philosophy of Law,3.0,GH,False
PHIL 106,Business Ethics,3.0,GH,False
PHIL 107,Philosophy of Technology,3.0,GH,False
PHIL 108,Social and Political Philosophy,3.0,GH,False
PHIL 109,Aesthetics,3.0,GH,False
PHIL 11,Science and Truth,3.0,GH,False
PHIL 110,Philosophy of Science,3.0,GH,False
PHIL 113,Philosophy of Literature,3.0,GH,False
PHIL 114,Feminist Philosophy,3.0,GH,False
PHIL 115,Philosophy and Education,3.0,GH,False
PHIL 118,Environmental Philosophy,3.0,GH,False
PHIL 119,Ethical Leadership,3.0,GH,False
PHIL 12,Symbolic Logic,3.0,GQ,False
PHIL 120,Knowing Right from Wrong,3.0,GH;GS,True
PHIL 122,Philosophy of History,3.0,GH,False
PHIL 123,Media Ethics,3.0,GH,False
PHIL 124,Philosophy of Religion,3.0,GH,False
PHIL 125,Theories of Knowledge,3.0,GH,False
PHIL 126,Metaphysics,3.0,GH,False
PHIL 127,Philosophy of Mind,3.0,GH,False
PHIL 129,Philosophy of Language,3.0,GH,False
PHIL 13,Nature and Environment,3.0,GH,False
PHIL 131,BS: Identifying Bias and Falsehood,3.0,GH;GN,True
PHIL 132,Bioethics,3.0,GH,False
PHIL 133,Ethics of Climate Change,3.0,GH;GN,True
PHIL 134,"Food, Values, and Health /Maximum of 3",3.0,GH,False
PHIL 135,Ethics in Jewish Tradition and Thought,3.0,GH;IL,True
PHIL 136,Art and Philosophy in Ancient Greece,3.0,GA;GH,True
PHIL 137,Introduction to Philosophy through Health and Sport /Maximum of 3,3.0,GH;GHW,True
PHIL 139,Latino/a Philosophy,3.0,GH;IL;US,True
PHIL 14,Love and Sex,3.0,GH;US,True
PHIL 15,How to Live,3.0,GH;IL,True
PHIL 150,Computing and Society,3.0,GH;GS,True
PHIL 199,Foreign Study--Philosophy 1-/Maximum of 12,12.0,IL,False
PHIL 2,Individuals in Society,3.0,GH,False
PHIL 200,Ancient Philosophy,3.0,GH,False
PHIL 201,Medieval Philosophy,3.0,GH,False
PHIL 202,Modern Philosophy: 1600-1800,3.0,GH,False
PHIL 203,Nineteenth Century Philosophy,3.0,GH,False
PHIL 204,Twentieth Century Philosophy,3.0,GH,False
PHIL 205,American Philosophy: 1840-Present,3.0,GH,False
PHIL 208,Contemporary Philosophy,3.0,GH,False
PHIL 233,Ethics and the Design of Technology,3.0,GH,False
PHIL 242,Happiness and Well-Being,3.0,GH;GS,True
PHIL 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PHIL 3,Ethical Life,3.0,GH,False
PHIL 4,The Human Condition,3.0,GH,False
PHIL 437,World Philosophies /Maximum of 6,3.0,IL,False
PHIL 439,Seminar in Asian Philosophy /Maximum of 6,3.0,IL,False
PHIL 453,Seminar in Ancient Philosophy /Maximum of 6,3.0,IL,False
PHIL 460,African American Philosophy,3.0,IL;US,True
PHIL 468,Jewish Philosophy,3.0,IL,False
PHIL 472,Islamic Philosophy,3.0,IL,False
PHIL 499,Foreign Study--Philosophy 1-/Maximum of 12,12.0,IL,False
PHIL 5,Film and Philosophy,3.0,GH,False
PHIL 6,Literature and Philosophy,3.0,GH;IL,True
PHIL 60,Philosophy and 1960s Counterculture,3.0,GH;GS,True
PHIL 7,Asian Philosophy,3.0,GH;IL,True
PHIL 8,Gender Matters,3.0,GH,False
PHIL 83,First-Year Seminar in Philosophy,3.0,GH,False
PHIL 9,"Race, Racism, and Diversity",3.0,GH;US,True
PHOTO 100,Introduction to Photography,3.0,GA,False
PHOTO 101,Culture of Photography,3.0,GA,False
PHOTO 199,Foreign Studies--Photo 1-/Maximum of 12,12.0,IL,False
PHOTO 202,Fundamentals of Professional Photography,3.0,GA,False
PHOTO 299,Foreign Studies--Photo 1-/Maximum of 12,12.0,IL,False
PHOTO 321,Flow Visualization: The Art and Physics of Fluid Motion /Maximum of 3,3.0,GA;GN,True
PHOTO 399,Foreign Studies--Photo 1-/Maximum of 12,12.0,IL,False
PHOTO 499,Foreign Studies--Photo 1-/Maximum of 12,12.0,IL,False
PHOTO 99,Foreign Studies--Photo 1-/Maximum of 12,12.0,IL,False
PHYS 1,The Science of Physics,3.0,GN,False
PHYS 10,Physics Behind the Headlines,3.0,GN,False
PHYS 150,Technical Physics I /Maximum of 3,3.0,GN,False
PHYS 151,Technical Physics II /Maximum of 3,3.0,GN,False
PHYS 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PHYS 211,General Physics: Mechanics,4.0,GN,False
PHYS 212,General Physics: Electricity and Magnetism,4.0,GN,False
PHYS 213,General Physics: Fluids and Thermal Physics,2.0,GN,False
PHYS 214,General Physics: Wave Motion and Quantum Physics,2.0,GN,False
PHYS 250,Introductory Physics I,4.0,GN,False
PHYS 251,Introductory Physics II,4.0,GN,False
PHYS 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PHYS 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PLANT 129,Chocolate Worlds,3.0,GH;GN,True
PLANT 200,"Introduction to Agricultural Crop Growth, Form, and Function",3.0,GN,False
PLANT 220,Gardening for Fun and Profit,3.0,GN,False
PLANT 240,"Fundamentals of Cannabis: An Introduction to the Botany, Cultivation, and Harvesting of Hemp",3.0,GN,False
PLET 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PLSC 1,"American Politics: Principles, Processes and Powers",3.0,GS;US,True
PLSC 10,Scientific Study of Politics,3.0,GS,False
PLSC 111,Debating the Purpose of Government,3.0,GH,False
PLSC 112,"Ethics in Citizenship, Politics, and Government",3.0,GH;GS,True
PLSC 114,Winning Political Support Through Persuasion /Maximum of 3,3.0,GS,False
PLSC 120,"State, Society, and Public Policy",3.0,GH;GS,True
PLSC 132,The Politics of International Intolerance,3.0,GS;IL,True
PLSC 138,Diplomacy and Interstate Relations in the Ancient Mediterranean,3.0,GH;GS;IL,True
PLSC 14,International Relations,3.0,GS;IL,True
PLSC 140,Contemporary Controversies in International Relations,3.0,GS,False
PLSC 17,Introduction to Political Theory,3.0,GH;GS,True
PLSC 177,Politics and Government in Washington DC 1,3.0,GH;GS;US,True
PLSC 183,"The Cold War in Literature, Politics, and History",3.0,GH;GS;IL,True
PLSC 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PLSC 1S,"American Politics: Principles, Processes and Powers",3.0,GS;US,True
PLSC 200,Government and Politics of Europe,3.0,GH;GS;IL,True
PLSC 201,Politics & Religion: Controversies Around the World,3.0,GH;GS;IL,True
PLSC 202,American Public Policy,3.0,GS;US,True
PLSC 210,Rights in America,3.0,GH;GS;US,True
PLSC 220,Politics of the Developing World,3.0,GS;IL,True
PLSC 222,Science and Politics of the Female Athlete,3.0,GHW;GS,True
PLSC 223,Ethnic and Racial Politics,3.0,GH;GS;IL;US,True
PLSC 230,American Political Campaigns and Elections,3.0,GS;US,True
PLSC 235,Environmental Politics,3.0,GS,False
PLSC 267,Government and Politics of the Middle East,3.0,GH;GS;IL,True
PLSC 290,Comparative Violence: Political and Criminological Perspectives,3.0,GH;GS;IL;US,True
PLSC 291,Introduction to Peace and Conflict Studies,3.0,GS,False
PLSC 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PLSC 3,Comparing Politics around the Globe,3.0,GS;IL,True
PLSC 345,Africa in Global Politics,3.0,GS;GWS;IL,True
PLSC 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PLSC 402,Political Violence in the United States,3.0,US,False
PLSC 428,Gender and Politics,3.0,IL;US,True
PLSC 434,War and Development in Africa,3.0,IL,False
PLSC 440,Globalization and Its Implications,3.0,IL;US,True
PLSC 443,Ethnic Conflict in Africa,3.0,IL,False
PLSC 453,Political Processes in Underdeveloped Systems,3.0,IL,False
PLSC 454,Government and Politics of Africa,3.0,IL,False
PLSC 459,Culture and World Politics,3.0,IL,False
PLSC 461,Politics of the European Union,3.0,IL,False
PLSC 464,Extractive Industries in Africa,3.0,IL,False
PLSC 465Y,Democratization in Asia,3.0,IL,False
PLSC 469,Government and Politics of South Asia,3.0,IL,False
PLSC 477,"Sex, Race, & Justice: The U.S. Supreme Court and Equality",3.0,US,False
PLSC 478,China and the World,3.0,IL,False
PLSC 486,International Culture in East Asia,3.0,IL,False
PLSC 499,Foreign Study--Government 1-/Maximum of 12,12.0,IL,False
PLSC 60,Society and Cultures in Modern Israel,3.0,GH;GS;IL,True
PLSC 7,Contemporary Political Ideologies,3.0,GH;GS,True
PLSC 83S,First-Year Seminar in Political Science,3.0,GS,False
PLSC 90,Introduction to Security,3.0,GS,False
POL 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
POL 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PORT 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PORT 210,Multilingual and Intercultural Communication /Maximum of 6,3.0,GH;GS;IL;US,True
PORT 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PORT 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
PORT 473,Luso-Brazilian Cinema,3.0,IL,False
